rname,A-site,count
6,8120,10
12,7280,1
9,2604,1
4,6851,1
20,4990,3
16,4840,1
3,1561,3
8,28710,1
9,39506,1
7,387,15
7,13419,6
2,25130,1
4,10531,4
14,9733,1
19,14644,1
9,3834,3
2,5333,1
6,22790,2
1,5291,8
19,4567,12
17,20178,1
3,1176,12
10,801,18
8,26398,5
16,11270,2
20,6322,2
15,1677,2
13,4301,1
4,4912,2
6,10731,4
1,218,184
15,5020,1
X,3509,8
1,5300,2
4,4190,8
20,25649,3
22,21183,9
13,1369,1
10,19644,1
6,12584,3
18,2048,1
1,223,82
5,9938,3
11,4911,18
15,12333,2
17,1953,21
2,26634,45
15,17610,9
12,9544,1
7,2692,5
10,10347,1
19,2255,9
X,2416,4
4,14601,2
21,2023,2
3,79123,2
7,119820,2
3,4036,1
3,27926,2
7,3572,2
X,3362,11
10,3266,5
17,1307,9
11,23086,2
13,758,5
11,152,112
8,5778,4
X,21864,1
12,7283,1
5,2143,6
11,4649,16
16,213,25
1,660,44
2,3688,2
14,440,27
20,16625,1
8,875,24
20,2358,1
8,37575,3
1,3951,1
12,7075,1
12,15800,2
16,3300,4
6,636,18
1,19741,1
15,1491,56
18,2967,4
11,25743,2
21,11045,1
9,4721,13
4,2629,31
15,7435,3
1,361,45
12,1816,2
8,2886,5
14,232,6
20,2347,1
8,11120,5
13,214,1
12,11464,9
18,7979,7
17,11127,7
6,9877,2
4,2684,2
X,15007,2
10,2734,4
11,3642,4
7,10201,56
18,4623,3
11,6229,4
13,3336,2
18,3601,5
13,4016,7
6,21689,1
2,4770,3
1,465,20
2,10460,1
9,11239,8
5,40632,2
20,7058,1
X,12861,1
16,255,12
2,51132,1
17,2544,5
2,6679,1
2,7519,8
8,897,3
4,20351,2
8,1233,18
17,5888,14
11,27741,15
3,2308,19
6,2904,81
14,2665,2
8,2288,17
1,3562,32
14,595,7
10,1368,53
1,1991,6
20,9706,1
17,4267,7
20,46415,6
15,2572,6
1,1734,22
14,14670,1
6,2753,1
18,1348,10
9,1073,7
17,618,6
14,1692,2
22,591,2
11,15604,3
5,16830,1
15,5013,2
9,5239,87
1,9941,3
7,4856,10
4,44805,1
13,8921,2
6,126,39
21,13816,2
10,11238,1
2,2254,9
2,60028,1
10,3400,31
5,11528,1
7,6786,5
20,645,9
5,459,3
21,5393,1
20,34071,1
15,4953,1
20,7340,2
2,572,28
17,771,5
8,872,10
14,493,4
7,411,21
7,545,9
20,1673,1
2,278,118
7,2223,12
X,866,1
1,11850,1
20,12265,8
3,2042,1
1,18591,2
11,1405,4
1,18001,1
17,4827,1
12,3795,1
3,1214,9
10,16719,20
21,10578,1
7,6868,4
15,9279,3
12,1928,11
10,4178,2
3,24392,3
5,2404,9
16,261,23
2,40086,1
4,7023,1
3,3000,11
1,10536,1
19,3813,3
1,3861,32
22,2221,3
3,5696,4
7,1298,9
11,2760,2
21,1654,2
18,1546,5
8,998,7
6,3336,1
2,2486,8
7,6077,6
1,135830,3
1,1418,9
5,11492,1
20,21540,1
12,6206,1
3,19473,1
11,3536,2
15,4095,10
2,4627,3
22,1391,10
3,3853,1
12,4649,1
3,86365,5
19,4479,2
18,4418,11
9,139651,2
16,5167,1
19,5940,3
18,1299,6
8,21979,2
5,4023,1
5,407,11
2,11042,1
19,1283,5
18,1890,12
4,1965,7
1,2825,22
15,4699,27
5,3312,1
13,850,2
9,15995,1
10,30940,1
22,2211,25
6,5899,1
12,11044,1
6,91396,1
7,3609,1
12,2472,7
2,20231,2
17,9759,1
3,9383,2
1,13487,1
2,1969,3
9,2829,5
1,6797,1
2,5234,5
9,1456,1
9,1360,1
3,21782,1
4,2573,2
5,23781,1
6,8491,4
14,7401,2
22,527,1
19,2655,2
16,814,51
19,3776,4
1,2180,13
14,1791,10
13,6936,1
22,53,4
4,268,2
20,2253,1
9,17415,1
19,1678,3
8,6973,7
9,514,8
3,11186,6
3,6894,3
21,36635,5
2,10242,1
19,2630,1
3,2436,6
8,206,3
7,292,7
12,23087,1
21,8127,1
21,2642,2
4,540,9
19,878,18
12,1469,1
16,2039,20
4,4483,9
7,16470,2
1,1385,29
9,7776,1
9,6542,7
X,3854,1
3,12141,7
21,8891,1
3,23832,2
16,1857,6
5,716,9
15,228,1
5,2122,6
19,484,22
17,10258,1
17,142,109
22,4040,9
15,15382,1
6,717,10
1,22598,33
1,3144,6
19,393,24
5,2203,1
5,52887,5
1,3912,1
8,5690,3
14,3398,1
7,9246,1
22,6389,1
2,6852,30
4,2713,1
7,3471,5
7,4379,7
7,87968,1
15,1549,4
16,438,19
10,2649,3
20,169,14
9,11749,2
16,2074,1
9,11063,13
6,30577,1
6,22789,2
7,1149,2
11,1895,50
3,4262,1
6,1767,7
15,25599,1
4,14602,18
10,4280,1
16,5835,8
6,1998,12
16,449,6
3,3247,3
22,2313,2
3,6539,23
16,488,4
15,5292,5
22,4322,1
3,24047,1
15,2736,1
12,10347,1
1,1597,14
3,12162,1
17,675,20
8,16129,1
17,925,32
9,7047,1
12,903,8
17,4635,1
2,7185,1
20,23980,1
12,3700,1
3,29595,1
10,1321,10
14,643,6
12,1430,1
X,502,14
11,2269,4
22,6080,1
8,6680,1
15,270,3
16,1246,2
11,755,10
15,4326,4
20,2408,1
17,3068,2
9,30232,17
1,2301,3
5,564,44
20,2693,1
17,490,4
X,6679,2
21,11401,2
8,5464,1
3,5110,1
2,1003,46
2,10209,1
6,3412,9
4,9206,1
5,2606,7
6,14515,1
9,16628,2
14,8119,2
9,4874,2
4,1242,90
22,247,5
19,3243,2
11,2019,77
3,49806,2
16,6570,2
5,1740,10
5,1595,66
4,7103,5
1,79893,1
4,22973,1
9,1492,2
10,4924,11
8,665,1
1,3109,3
16,3085,2
5,13690,8
8,1951,3
19,6526,8
9,1310,1
20,2692,1
9,840,5
3,1653,2
22,1907,2
17,529,13
4,22038,4
20,3722,20
19,14991,2
2,15823,1
16,5570,4
1,1702,26
17,3411,1
5,3606,2
6,60186,1
22,2984,1
19,7825,1
11,4587,2
Y,1325,1
22,27540,1
1,940,17
17,16053,2
15,1636,6
17,287,14
3,5161,5
8,305,2
14,54254,2
7,237,7
4,1601,3
6,3941,2
X,12993,1
5,305,6
4,1109,4
18,1688,7
2,3715,1
9,706,10
14,316,33
1,2657,2
14,2443,1
6,3556,1
7,5478,2
8,14560,2
KI270442.1,46,6
2,1188,3
21,1158,5
19,8877,1
17,22755,1
7,1619,8
14,15332,1
3,2409,3
7,8261,1
5,12571,1
4,6704,1
2,5345,4
17,26825,1
17,359,44
17,1099,10
3,28415,1
2,1816,8
8,2204,5
20,5658,5
1,4141,2
11,5958,3
X,564,75
16,3163,4
4,775,34
3,4359,2
X,7926,20
14,1132,1
13,1424,2
2,1269,19
2,2425,7
11,6873,32
20,631,1
8,1827,4
16,2607,1
19,2434,8
21,520,2
1,5920,1
3,2334,4
18,3883,3
19,4240,3
20,1468,2
10,2914,12
14,2619,9
17,7041,8
20,477,3
18,11298,1
22,744,1
13,6368,1
9,11036,2
6,63853,1
13,1822,3
11,950,12
1,11371,1
16,7213,1
5,20793,1
16,1953,12
16,236,52
16,2616,7
10,24789,1
1,36534,1
19,2730,4
13,9824,1
21,2602,3
3,2600,1
10,979,9
12,2895,14
1,9136,2
2,5065,1
12,1478,22
3,2562,4
X,2504,7
19,2901,3
17,3392,10
19,3709,10
10,3397,2
13,4242,1
11,1812,15
8,3366,1
4,4370,2
14,2587,11
13,8298,1
15,1195,1
7,3181,2
12,2993,2
14,351,10
19,4068,6
20,3580,2
17,630,21
5,5261,1
10,197,26
11,2510,4
4,20338,2
5,2376,5
2,30322,1
12,2844,2
6,2267,3
1,200,65
7,10660,1
X,2788,7
22,1529,9
3,11723,5
14,17049,1
1,605,15
17,1547,2
7,8561,21
7,4716,1
18,6437,3
2,20871,2
8,4968,7
6,77770,1
1,52159,14
22,1450,38
19,7777,2
3,49069,3
21,3407,1
11,11175,3
10,15758,3
13,2006,2
19,3552,1
2,208,13
17,1402,33
4,667,1
17,6270,5
12,5070,1
12,3964,4
X,10309,11
X,1660,14
3,5566,3
8,687,4
5,3173,1
1,2193,24
9,5019,1
14,3437,1
X,5261,6
13,2972,1
4,12688,2
2,1436,9
1,3024,10
10,11404,1
5,5096,1
3,6927,30
1,7392,1
4,1736,2
5,86249,2
15,749,4
19,824,34
18,245,1
9,3032,2
4,25961,1
2,3072,8
8,1676,8
3,19396,3
8,4982,2
10,17108,1
1,3079,1
1,2013,13
7,4946,1
14,5765,3
14,47207,1
17,52433,8
3,3714,4
13,528,3
17,1351,26
20,10075,1
18,16370,9
2,6794,1
17,2340,1
7,2548,4
20,708,2
17,1948,4
7,8563,1
11,15140,1
4,34778,1
12,9695,3
5,29089,1
6,1873,9
9,870,2
10,881,24
18,1753,2
7,57070,1
7,19190,1
3,938,9
17,3136,1
13,1315,9
1,614,21
12,13011,1
17,4748,1
1,16690,1
18,1867,2
17,4619,9
14,14112,5
6,509,51
13,1036,6
6,1785,1
7,4302,1
9,16659,2
19,2606,5
16,2423,9
10,11224,1
14,8152,1
X,12373,1
8,3295,1
17,6392,50
5,64644,1
18,1620,1
4,4818,2
5,22214,2
Y,1149,2
1,7060,8
22,11681,7
2,16991,1
12,23006,1
9,14114,2
11,6280,1
11,15563,1
18,3510,1
X,870,48
19,7830,1
18,2346,14
6,1494,6
20,14484,2
12,54939,1
1,4125,5
9,6222,2
15,4301,1
19,2756,4
6,474,58
7,5385,2
1,1502,14
20,1623,2
2,51938,2
6,41511,6
13,690,1
12,2932,4
8,4689,1
19,5201,1
11,30841,7
2,4759,7
5,10367,1
12,11463,1
22,1228,25
6,1552,1
6,837,8
15,710,3
9,86668,1
9,2510,9
17,2978,2
3,12774,3
3,2345,8
13,1318,7
1,7738,3
4,2089,9
20,1946,1
11,2052,1
4,2095,1
16,2216,22
10,8459,5
4,1559,46
9,8899,1
6,776,3
17,6472,1
Y,39,1732
7,9295,1
11,1199,7
2,5567,1
2,3769,4
4,4034,1
12,18213,1
10,9027,2
9,5613,1
7,5383,6
5,6623,7
1,52719,6
19,5436,2
7,6496,7
15,969,1
5,26423,1
2,4651,5
8,8687,1
12,1663,3
17,213,116
7,3056,2
6,6959,3
6,2422,1
22,216,8
12,825,14
9,5328,3
X,1985,4
4,401,2
22,3150,1
20,1305,32
15,8013,1
8,2062,5
5,6110,25
18,5519,3
1,12505,1
11,6299,1
15,20992,2
10,12545,1
1,65364,2
14,844,6
4,70198,2
20,765,31
17,34842,1
6,10887,3
18,684,3
4,538,2
2,2602,14
8,1093,3
14,634,6
4,5816,2
15,1078,1
17,4284,1
16,2334,2
6,1512,2
15,5074,2
2,11829,2
14,1693,6
15,3495,1
6,2636,14
4,13669,6
19,18646,1
9,9267,2
15,1218,7
2,2239,8
1,3556,7
5,2719,8
10,6567,1
22,3070,1
4,4033,1
2,3420,1
X,75554,1
5,3857,5
2,2598,7
1,16397,2
12,12427,1
5,5093,11
13,3266,1
10,691,6
8,5900,1
11,996,19
6,2090,7
17,15506,1
17,2668,4
13,4071,2
22,2172,28
21,487,4
17,3103,6
16,8616,1
6,15788,2
15,2058,5
10,4855,1
X,30562,5
4,1660,6
12,42362,1
10,4474,2
X,1147,52
17,8002,5
5,4487,7
7,156,453
7,15459,4
7,7591,1
7,1128,28
X,5096,4
5,4284,20
10,825,3
5,11164,3
11,963,13
6,9979,1
22,2096,18
12,9757,1
19,4305,7
12,360,25
19,2024,2
15,63712,1
9,7103,1
18,2234,1
2,22890,6
9,1275,3
7,1392,8
15,2923,2
21,4004,6
1,28106,2
22,11362,12
2,5135,1
15,4663,2
5,110088,1
8,1078,3
8,5476,1
12,1615,7
6,43421,3
9,212,34
6,1973,4
1,28706,1
X,5104,1
1,3732,1
9,8313,1
8,1904,6
10,8856,1
X,744,21
12,346,276
12,29245,1
14,13776,1
15,146,16
7,795,9
14,1598,1
11,5532,2
8,1516,1
19,3269,4
13,1041,7
2,18103,4
MT,49,15
3,1533,4
15,1771,1
16,311,16
22,2628,4
12,2978,1
2,4540,1
15,2134,52
16,3982,6
4,2271,3
20,10083,2
19,764,96
16,4019,3
11,1433,7
11,39434,1
12,4041,1
20,4179,1
17,2799,4
12,9135,1
19,3862,16
9,12282,1
1,2527,10
6,3623,1
2,2770,3
8,9905,40
6,2495,192
1,4860,12
17,1762,27
6,3115,4
2,3104,20
17,1469,27
5,17225,1
X,232,80
9,21476,4
4,210,10
5,26131,2
12,915,19
22,763,2
4,1610,2
17,825,2
16,24318,2
19,2929,2
16,17706,3
8,473,13
9,3712,1
17,14135,1
12,1028,7
15,4057,5
17,5597,3
7,5995,1
2,11058,2
6,9993,1
4,6543,1
2,692,11
19,1883,2
5,926,2
2,8944,1
15,4332,10
10,904,8
17,3829,2
3,7117,9
1,7500,2
7,7414,64
7,5280,4
6,865,15
9,8816,4
5,1631,1
22,53946,1
2,44791,1
15,1753,1
1,4439,3
7,9383,1
22,10673,1
13,3582,1
5,3845,1
2,1023,137
12,22067,2
18,1105,13
12,13082,1
9,72145,1
12,15597,2
9,2500,12
2,1789,17
7,16070,1
17,24958,1
15,14672,4
11,1371,4
13,2030,2
5,1173,24
12,14352,1
13,22453,3
2,3344,11
4,1117,42
1,5433,1
16,4488,3
19,4298,1
1,17337,4
21,188,5
18,697,2
7,2772,4
8,11969,2
17,281,42
9,977,3
5,1145,6
8,8433,3
4,3201,2
21,4083,6
16,7388,4
6,13062,2
14,21263,1
11,564,20
11,3083,2
10,3575,5
10,690,8
6,3581,3
11,4239,4
22,2206,1
19,11361,1
6,8652,1
17,2224,12
19,32853,2
12,3187,1
11,5829,3
2,4686,3
6,7515,16
11,3699,14
15,2571,4
19,3433,2
10,3678,3
21,1014,1
15,1127,2
8,26698,1
10,1808,2
9,490,6
16,2170,4
18,10604,1
7,4940,9
14,2779,3
11,3455,16
2,10831,1
7,10216,1
5,5948,1
20,369,4
16,4289,4
19,1808,6
12,1440,2
1,4446,1
X,5380,16
14,36012,1
1,813,68
10,641,3
5,30851,5
6,724,14
15,3213,1
2,752,39
22,5644,1
6,1479,4
15,3515,2
8,29346,1
10,1054,9
X,3043,2
8,6946,1
4,3978,4
5,7537,4
21,851,1
9,13566,1
6,13569,2
2,401,7
13,3783,1
4,8498,2
14,4610,1
2,10202,1
20,1535,1
3,11583,1
4,6912,3
2,7738,2
9,36521,2
6,4169,1
3,995,44
2,19669,1
12,10036,3
13,1205,6
1,11025,1
14,13848,8
4,827,32
2,6747,1
5,26895,1
10,6757,1
13,401,2
6,127575,7
20,6410,1
9,3597,27
2,1444,7
9,3622,9
8,18315,1
2,777,17
19,10584,1
16,1155,1
15,5807,11
7,40384,2
1,6313,9
15,8377,3
5,9842,2
12,17498,3
6,1088,4
20,3534,2
4,1836,14
7,30255,1
5,11619,1
5,7604,1
19,1224,12
11,3175,1
5,2237,4
X,3875,10
12,14529,1
10,3222,3
6,4561,5
22,4216,47
12,947,2
11,44006,1
6,1362,6
11,6001,1
2,718,55
4,14647,10
1,3849,37
14,262,23
13,11466,1
13,8561,10
1,3649,4
7,619,3
20,4353,3
17,2539,3
22,321,17
6,7072,3
3,11417,1
7,4038,1
3,5307,2
21,866,1
11,2376,1
8,5409,6
19,173,155
21,865,22
8,6465,2
20,258,19
2,6556,1
16,3865,3
2,11624,1
5,9097,9
12,4024,1
12,2893,5
1,1142,47
22,8380,1
5,151,48
1,366,45
15,458,27
2,188,35
12,10099,1
7,6064,2
2,12918,1
7,8005,2
4,3269,2
11,14176,1
1,25144,1
7,3934,2
3,1174,3
12,428,43
14,336,28
11,7104,3
KI270734.1,47,1
17,2849,3
9,16471,3
5,69330,1
19,502,5
12,3492,2
14,407,4
1,4058,3
17,6216,5
2,1726,37
5,5329,6
5,24168,6
14,12350,3
1,1623,7
20,545,1
9,5637,5
1,8971,1
20,4462,4
3,133,137
13,3390,5
16,8845,6
19,42882,1
10,7913,2
X,369,36
21,3543,5
16,15494,4
9,2446,2
1,64171,1
14,928,2
12,2860,1
X,1501,8
5,3909,1
11,18253,1
2,2796,2
1,13968,21
12,5238,1
18,550,3
12,747,9
10,1491,9
2,4235,2
Y,2474,4
7,14804,2
19,3605,3
13,935,2
21,292,5
9,31013,1
5,1486,1
13,567,2
7,4154,4
2,14212,1
6,6854,1
1,768,20
1,20672,1
11,1396,31
9,22182,3
8,336,6
17,340,21
2,2318,2
10,11103,5
17,530,20
4,661,5
1,2239,2
20,994,23
11,2110,18
16,1307,1
2,37052,2
1,9915,1
17,19191,2
3,28527,2
20,3434,1
1,61206,4
3,5760,1
17,5397,4
9,176,9
21,3427,1
20,1026,5
X,6818,4
12,4077,2
2,1661,2
22,1991,1
Y,3115,1
10,660,7
7,3974,2
5,368,4
1,9831,5
10,3046,1
19,1762,8
13,320,2
20,3257,1
6,803,9
X,1677,1
5,69329,3
16,1220,12
1,33980,1
1,16442,1
2,10399,1
3,2568,1
7,4629,2
13,7532,4
12,7685,3
9,10903,4
2,3425,4
14,6807,1
9,3306,3
1,4765,2
14,3489,4
1,44839,1
17,2126,65
7,2571,10
8,5961,10
22,394,4
15,5108,2
2,11526,2
3,2586,28
4,2491,2
12,1199,5
22,3382,12
4,1635,5
19,905,9
2,81122,2
22,2571,2
3,693,107
12,5707,2
16,591,34
KI270733.1,58,323
9,3616,1
11,1590,34
17,9472,25
19,7335,2
1,8596,6
20,5195,5
10,1721,1
1,24727,1
3,2376,2
17,6146,2
4,7268,7
4,609,1
2,1220,26
9,3903,1
4,3488,2
7,26257,4
18,769,4
11,12073,1
13,3033,5
15,6815,1
6,827,12
5,13691,13
6,570,7
20,41165,1
10,5250,5
4,8162,1
19,5986,1
16,2497,3
13,4559,1
17,251,25
12,32662,2
11,4176,1
20,303,13
11,1417,3
6,3347,150
13,472,1
5,4001,3
4,1700,6
8,44653,1
20,51204,4
9,229,64
1,9084,1
13,61809,1
3,748,17
22,798,1
20,9140,1
1,1490,9
2,9165,1
11,7758,2
11,62951,1
14,3026,1
14,1731,1
20,2646,1
X,840,6
10,9719,2
14,1302,439
X,2188,1
11,458,25
4,14774,3
20,4648,4
8,3303,1
3,11766,7
9,7755,1
4,5743,2
12,1589,1
16,1669,2
14,734,3
14,2783,1
2,26629,2
7,6861,12
15,3830,13
X,952,9
17,6394,34
3,9920,2
16,4692,2
9,2561,6
1,13483,1
7,10824,20
12,3120,1
4,589,4
7,10333,3
14,2751,2
1,2431,1
17,7219,8
17,2645,2
2,388,81
2,1695,6
X,445,11
12,3160,10
1,21018,21
17,19311,1
5,7768,6
6,737,10
Y,1822,1
2,4096,4
4,2324,2
7,12670,1
X,17120,12
9,286,24
15,2457,63
9,27318,1
12,2124,11
17,10269,1
5,1935,727
6,2630,24
5,8069,4
6,10241,1
2,6521,4
17,51083,4
19,234,144
12,1989,1
19,2014,3
9,1415,7
18,751,6
11,7967,1
8,3468,2
19,3085,1
3,2468,4
4,17286,5
4,1131,7
14,587,4
1,21184,3
2,2503,38
3,4270,9
15,21951,1
2,3707,12
8,2941,1
8,5579,2
17,19499,1
11,2080,3
13,3651,10
9,7917,2
6,1943,3
19,3799,8
X,1859,1
1,2788,5
13,4806,1
9,1323,1
9,10129,1
9,1578,3
6,203,23
13,5179,1
20,4152,1
15,520,18
15,12108,8
X,1976,1
X,69743,1
15,53592,1
15,2977,1
X,2402,2
15,5855,2
2,60132,1
15,5932,4
18,146,3
20,1273,4
8,6320,2
8,16368,1
22,17944,11
1,8840,1
8,5085,1
2,5095,10
17,3348,5
20,20286,1
7,4318,1
14,4800,1
20,9531,2
14,8466,1
9,13247,8
10,20700,1
17,11050,4
9,4426,4
22,1620,1
4,1773,4
9,4114,1
14,3038,12
3,1103,6
2,22447,1
1,285,176
7,1083,3
6,1452,1
19,13027,2
17,6277,23
3,16110,1
16,2172,6
11,310,15
15,757,38
22,88861,1
2,2005,4
21,357,2
4,5182,1
1,817,18
19,2162,3
5,4196,1
10,1068,65
X,1563,3
10,142099,1
11,9667,16
10,2123,1
11,5349,14
12,1543,15
21,1425,3
11,7377,3
1,18890,1
18,6077,1
18,693,3
22,1699,4
3,165,37
6,1579,18
21,4742,2
1,6522,4
16,1048,4
X,884,1
6,2847,11
5,1924,4
2,1323,38
8,1364,8
6,2442,6
11,55171,2
9,11452,1
22,20924,1
20,6257,2
12,10864,2
5,2532,9
11,7476,158
5,1456,5
2,5902,4
14,1866,1
2,731,9
MT,36,228
7,1508,6
16,2538,3
16,1937,3
9,21769,2
22,59519,4
11,18435,1
6,1701,5
17,4990,1
1,9200,3
14,1286,6
8,121065,1
7,14835,1
20,17478,2
16,675,3
8,3049,1
2,7942,2
11,27027,1
11,12423,6
19,4566,2
9,1027,25
4,11783,1
20,9058,5
4,5280,28
11,8710,2
8,1322,9
2,3727,8
9,56640,1
9,2048,2
1,9525,1
2,29175,1
7,1258,11
21,7392,29
8,9054,7
5,5682,41
7,11341,1
3,9035,1
6,2380,4
16,878,30
2,13281,2
13,7620,6
1,8394,2
18,487,1
4,3111,2
4,31667,1
14,638,5
9,7057,35
19,4845,1
5,10212,18
10,4010,17
11,1424,51
14,2694,2
8,3002,20
19,2993,3
8,6907,1
11,3085,5
1,2646,1
6,3466,30
5,2575,21
1,2203,26
3,93055,1
4,2733,4
14,5175,3
X,531,31
12,786,15
5,11877,4
6,495,10
5,320,21
X,3713,4
5,80567,1
11,7214,7
17,2048,5
2,15664,1
11,7734,5
2,4167,3
9,15825,2
X,1728,1
4,1888,5
20,15520,5
4,1864,3
10,2079,1
2,2990,5
2,7698,2
14,1351,1
12,3685,1
10,297,7
10,2689,2
4,86233,1
2,51850,3
22,677,5
6,32981,2
14,162,37
1,10062,7
13,3787,2
15,1048,1
6,3355,1
8,812,12
6,2852,1
18,768,7
21,3755,1
22,594,3
17,15893,1
14,11593,4
12,8877,3
19,437,12
12,2125,9
5,11988,3
13,27149,1
1,6139,2
1,34647,6
14,2003,16
21,12180,1
8,1664,3
13,13305,5
X,1503,8
6,1693,8
4,12009,2
14,2672,30
14,6980,1
9,701,14
3,3447,7
1,793,17
8,434,43
14,117550,3
1,5562,10
5,75159,1
10,2488,2
4,5027,3
20,4958,1
11,7818,2
3,5564,11
21,975,4
14,5676,6
20,1169,9
22,561,3
6,1816,18
10,7318,2
7,2754,12
10,1091,1
11,5547,1
3,273,132
7,7598,3
8,6460,1
6,2284,16
16,6013,1
1,11933,1
16,3000,3
6,417,1
6,11600,3
X,2740,15
17,2222,14
11,13587,8
2,20556,2
20,20289,18
4,8159,9
5,3263,1
9,27818,8
2,211,24
4,21570,1
14,29908,1
18,17517,8
18,1530,1
X,2193,16
9,833,1
2,4925,1
4,3866,7
1,6084,12
17,235,88
7,8017,2
8,6734,1
10,18908,1
10,1016,2
6,1728,1
3,4157,6
11,24709,4
6,2609,2
14,2985,1
10,21190,1
17,1659,5
9,886,3
2,1546,23
9,5700,1
12,767,3
1,11770,2
19,4790,3
5,38597,4
3,3727,1
1,13764,2
2,528,28
1,3745,31
15,41414,3
6,9777,4
10,9363,7
17,23043,1
1,3809,2
1,9727,1
15,2424,1
14,4643,3
19,2094,2
1,5758,1
4,3081,10
7,4346,3
1,26340,11
6,1400,2
21,6385,1
5,198,13
5,1395,6
6,2841,1
11,1160,98
6,4406,1
3,3901,1
8,999,7
3,1687,2
9,15761,5
19,4252,5
5,412,9
11,2765,5
13,3283,3
8,11049,2
7,21891,1
19,2149,5
15,885,11
5,15057,1
6,3456,3
12,2747,6
5,1000,43
3,1229,15
2,2520,7
4,17216,1
3,1450,6
7,430,30
11,2442,2
2,1611,23
5,2018,7
10,879,8
7,33911,3
12,1889,4
11,3230,1
2,2622,12
18,2682,2
4,1435,8
X,3764,1
3,367,24
8,4497,3
12,1307,4
1,5793,3
6,12065,3
13,5575,6
5,7019,2
12,27674,2
9,5946,3
20,1051,5
6,291,35
19,2266,1
12,1745,20
14,9501,1
1,4014,10
1,1669,6
2,303,51
16,10378,11
X,781,1
5,20626,2
22,300,3
X,2772,4
19,2342,1
9,2059,1
8,4188,54
6,2191,7
20,7571,1
13,4811,1
3,11010,34
6,15679,1
10,4113,12
12,4513,1
8,333,85
1,2735,11
1,25579,1
17,306,69
8,175,52
16,4905,3
1,10653,1
6,903,1
10,1496,5
14,2492,1
X,1381,5
17,2107,8
2,6895,5
9,2956,29
1,34589,3
12,8395,1
17,10482,1
17,7095,1
18,1707,2
11,4990,61
1,1443,13
22,209,6
2,930,12
2,16739,2
21,2799,6
12,14570,1
6,7574,2
8,49513,2
2,15395,1
20,36401,1
4,2841,6
16,2591,1
6,1591,8
11,16731,1
3,3466,1
3,2922,5
1,2315,6
5,6305,2
10,5501,4
10,8432,1
6,22208,4
X,3715,7
22,31254,1
2,4921,2
10,3519,2
17,566,10
X,6625,3
15,5790,8
14,2475,1
16,2120,3
20,3199,1
21,10250,1
10,4528,3
5,1259,15
16,1923,1
19,1308,31
13,7338,2
5,4409,1
10,4491,1
13,618,4
1,9876,1
4,15373,3
5,59,1
5,9597,8
10,2623,4
1,6802,2
8,943,3
2,25896,1
1,9000,2
6,1070,14
1,3844,3
9,627,41
11,3502,5
1,8499,5
15,2051,1
7,7364,14
17,1352,53
7,1210,11
4,1647,21
17,409,13
15,6976,1
5,24689,2
10,7369,1
2,15009,1
19,359,43
6,2574,2
1,3848,10
5,15048,1
13,482,1
6,71288,3
8,1992,7
7,9235,3
12,3081,1
16,685,5
4,3110,1
16,6489,12
20,10643,1
X,13260,3
16,112427,1
5,3537,9
17,1770,1
2,804,34
10,566,22
11,2929,2
18,22299,2
15,63777,8
14,2858,5
10,854,3
11,7041,1
11,2103,2
5,1288,9
4,1410,4
1,4400,1
11,2223,5
3,2614,1
20,1952,3
8,4850,1
20,20354,2
5,5296,29
1,2036,3
11,12839,131
3,1205,8
13,55896,1
11,4158,3
X,29198,1
6,2363,4
6,370,52
X,19753,21
2,5299,3
5,2109,5
12,188,39
10,4770,1
14,5524,5
16,1092,53
1,3179,10
5,28451,1
5,26295,1
15,1810,2
3,1757,4
20,127,61
21,7297,2
X,1733,1
10,45938,2
16,11596,2
6,4767,6
4,1487,5
5,478,7
11,6024,1
9,52898,1
4,99194,1
8,8323,5
4,3769,4
20,4233,1
4,4444,2
8,26482,2
18,613,5
8,9153,1
6,1299,6
8,1032,3
11,14934,1
15,8356,4
7,1197,12
11,2936,1
2,120,59
7,147,60
1,2146,1
2,20753,2
21,2084,55
14,597,1
17,16050,1
11,1515,17
14,26829,3
19,2330,1
8,2532,3
3,403,25
20,370,20
19,6007,2
4,7288,5
8,265,8
1,3221,4
8,18339,1
X,636,10
3,2442,2
1,9768,2
1,1909,9
19,451,34
2,6816,1
9,12991,1
5,7493,19
14,4932,1
10,1950,9
13,7010,1
4,18409,1
1,10200,2
20,1010,6
11,1216,6
19,654,9
20,276,17
KI270719.1,44,1
13,3796,2
16,1455,23
5,3052,6
X,7440,2
21,4318,2
21,9991,19
2,518,3
5,1528,14
12,2142,3
5,8065,1
7,3018,2
2,488,5
1,630,43
19,3902,12
22,5831,1
17,9071,4
17,4135,6
15,1438,1
X,5402,3
20,32,29
19,588,3
6,15787,4
12,3001,13
6,7315,1
9,4386,3
3,3876,1
4,7803,1
5,80361,3
5,753,10
3,866,26
13,2339,1
4,4826,1
11,9343,1
3,2737,1
X,617,11
X,75,65
4,2174,2
1,375,69
22,4772,1
14,6157,6
8,2236,11
14,5466,1
17,8751,2
22,3077,25
11,41681,1
6,2354,29
3,118295,14
22,1748,3
4,2943,11
13,6932,5
1,6609,2
4,14123,2
17,1247,1
6,1657,12
17,2051,5
16,5821,1
19,409,48
1,7415,1
X,275,7
7,1113,11
7,13279,2
9,5232,3
19,2277,33
12,49749,1
9,9493,1
13,5656,1
5,7911,8
22,44160,5
5,1526,28
17,11655,2
17,2504,2
